1269989008643371009 2020-06-08 13:45:49 UTC <PekingMike> Must be Taiwan.
1269745212391292946 2020-06-07 21:37:04 UTC <PekingMike> Spokesperson for the People’s Republic of Amnesia speaks out against ... amnesia? @limlouisa https://twitter.com/gadyepstein/status/1269723310256017408 …
1269732303972044800 2020-06-07 20:45:46 UTC <PekingMike> “Before he beheaded his 14-year-old daughter with a farming sickle, Reza Ashrafi called a lawyer.” - shocking story about Iran’s deadly patriarchy and how women there are fighting back. By ⁦@farnazfassihi⁩ https://www.nytimes.com/2020/06/07/world/middleeast/honor-killing-iran-women.html …
1269080197632008196 2020-06-06 01:34:32 UTC <PekingMike> Sorry Sewell. That guy has problems.
