	datetime	message
177	2020-06-07 15:12:40	<VOAChinese> 罗马天主教宗方济各7日对聚集在圣彼得广场的数百民众和信徒们说，虽然意大利疫情最危急的时刻已经过去，但不要过早地庆祝胜利，仍然要遵守政府制定的规则。意大利有将近3万4千人死于新冠病毒。不过6日的死亡人数从几个月前的单日接近千人死亡下降到了72。   https://bit.ly/3h5m74I  pic.twitter.com/9UHgbobqkA
20	2020-06-07 15:11:10	<laodeng89> 嘿嘿
97	2020-06-07 15:10:22	<realDonaldTrump> Somebody please tell highly overrated Colin Powell that I will have gotten almost 300 Federal Judges approved (a record), Two Great Supreme Court Justices, rebuilt our once depleted Military, Choice for Vets, Biggest Ever Tax & Regulation Cuts, Saved Healthcare & 2A, & much more!
349	2020-06-07 15:08:02	<HuPing1> 是的，八九是八九，六四是六四。 https://twitter.com/HardDogEasyCat/status/1269645648376152065 …
21	2020-06-07 15:07:21	<laodeng89> 真的假的
178	2020-06-07 15:03:33	<VOAChinese> 日媒：日政府拒参加批评中国“港版国安法”国际联合声明 http://dlvr.it/RY8tqS 
275	2020-06-07 15:03:05	<BBCWorld> US protesters call on people to 'say her name' to remember Breonna Taylor, a health worker shot eight times by police in Louisville, Kentucky in March https://bbc.in/2Y2ICi0 
64	2020-06-07 14:59:14	<zhanglifan> 参考场景：电影《红高粱》剧照。 pic.twitter.com/E2Gn33dci1
251	2020-06-07 14:59:04	<bbcchinese> 【精选回顾】一位候选人的外表对选举结果的影响超乎你的想象——那么对于政治家而言，到底怎么样才算有一副好的外表呢？ https://bbc.in/2Y41H3y 
102	2020-06-07 14:55:10	<Akamai> With over 3.5 billion malicious login attempts every 18 months, your staff needs a partner they can trust. Now. See the data:  http://ow.ly/AXws50zTtO1  pic.twitter.com/MdsWwj25An
478	2020-06-07 14:46:14	<wentommy> 有老人参加，吃的炖母鸡
350	2020-06-07 14:40:48	<HuPing1> 纪念刘晓波“铁椅LXB” 矗立巴黎Vincennes森林公园  http://rfi.my/61QJ.T  来自 @RFI_Cn
65	2020-06-07 14:32:01	<zhanglifan> 行动？钻玉米地“双修”？😂🖕 https://twitter.com/renata66426046/status/1269631417207500804 …
98	2020-06-07 14:31:26	<realDonaldTrump> Fantastic job on @foxandfriends by new Republican Superstar @SeanParnellUSA, running for Congress (with my complete & total Endorsement) against a Crazy Nancy Pelosi Puppet (who has done nothing!), & a slightly older Republican Superstar, @GovMikeHuckabee. Thank you to both!
252	2020-06-07 14:30:05	<bbcchinese> 【精选回顾】爱沙尼亚是波罗的海沿岸国家，人口130万，1997年以来一直在追求一个宏大的目标：把整个政府数字化网络化。 https://bbc.in/2AcXna9 
66	2020-06-07 14:27:11	<zhanglifan> 据说这个小本本正在热卖。 pic.twitter.com/9pTWas4pwz
351	2020-06-07 14:26:57	<HuPing1> 我愿意拥护一个可以反对的政权； 我坚决反对那种只准拥护的政权。 https://twitter.com/bfreeely/status/1269636255941136384 …
276	2020-06-07 14:24:53	<BBCWorld> Malta allows four boats carrying more than 400 migrants to dock after kidnap threat   http://bbc.in/37fXYUQ  pic.twitter.com/kOvdam0HKW
329	2020-06-07 14:20:28	<wongkim728> 参加直播的网友请这边，快来！ https://twitter.com/wongkim728/status/1269635227128913922 …
330	2020-06-07 14:20:01	<wongkim728> 人民币的汇率注水工程/王剑每日观察/20200607  https://youtu.be/qva7O1laGrc  来自 @YouTube
99	2020-06-07 14:19:03	<realDonaldTrump> Colin Powell, a real stiff who was very responsible for getting us into the disastrous Middle East Wars, just announced he will be voting for another stiff, Sleepy Joe Biden. Didn’t Powell say that Iraq had “weapons of mass destruction?” They didn’t, but off we went to WAR!
236	2020-06-07 14:02:00	<RFAChinese> 他们的方法分为两个部分。首先，推崇中国故事——强调其在抗击新冠病毒方面的成功，并掩盖最初的错误。第二，攻击那些试图损害国家形象的人。  习近平主席将这场战斗留给了他的属下。随着美国步履艰难，世界陷入危机，他手上有一场更大的运动要开展：接管管理世界的国际机构   https://buff.ly/3h3TogX 
277	2020-06-07 14:00:56	<BBCWorld> Palestinian autistic man's killing a 'tragedy' says Israeli PM https://bbc.in/2z9YG9l 
253	2020-06-07 13:59:04	<bbcchinese> 【精选回顾】地球物种多样性正在大幅下降，“第六次大规模物种灭绝浪潮”即将到来，不到100年里可能有高达1000个物种会灭绝。 https://bbc.in/2A18rY7 
278	2020-06-07 13:49:45	"<BBCWorld> ""Be careful. Don't sing victory too soon""  Pope Francis urges Italians to remain vigilant over coronavirus as country enters the final phase in easing lockdown restrictions   http://bbc.in/2Ycvd75  pic.twitter.com/y60Q39KCDl"
179	2020-06-07 13:45:02	<VOAChinese> 香港6月7日的“黑人生命也珍贵“抗议活动由于新冠病毒疫情限制被取消，不过仍有一些民众来到美国领事馆前表达他们的诉求。一名抗议者说这不仅是美国的议题也是一个全球议题。抗议者们遵守规则，以8人一组聚集。   https://bit.ly/3h15dUY  pic.twitter.com/vlEOFSTcXb
352	2020-06-07 13:39:00	<HuPing1> 所有的问题都需要不断努力，但没有理由就打砸抢，就替打砸抢辩护。 https://twitter.com/WeiyuanOttawa/status/1269624194788188162 …
254	2020-06-07 13:30:06	<bbcchinese> 【精选回顾】伦敦自然历史博物馆里的收藏告诉我们，与蜜蜂和甲虫相比，黄蜂的名声可能不太好，但它们确实是令人赞叹的生物。 https://bbc.in/2BIexNp 
237	2020-06-07 13:25:00	<RFAChinese> 在统计分析中，我们发现，民主运动纪念日发生的抗议活动受到政府镇压的概率是其他时候的两倍。  天安门事件的遗产，一如此前与此后的其他抗议运动一样，依然留存于世。尽管变得更加谨慎或隐晦，中国大陆的反抗仍在坚持。 https://buff.ly/3dHMZ8P 
115	2020-06-07 13:13:53	<fsihhsbri> 배😍🥰
180	2020-06-07 13:13:03	<VOAChinese> 异见诗人王藏再被抓家人遭威迫 妻子呼吁外界关注 http://dlvr.it/RY8fy6 
116	2020-06-07 13:12:53	<fsihhsbri> yeayy dh bolehhh jumpaa anak anak buahhhh 🥰
103	2020-06-07 13:05:11	<Akamai> How can organizations get ready for the next big Business Continuity challenge? Learn more in part one of our Security Sound Bytes Podcast with guest Steve Winterfeld.  http://ow.ly/GPhs50zTtJb  pic.twitter.com/bwtmcBMs3f
255	2020-06-07 12:54:06	<bbcchinese> 【精选回顾】如果只是盯着GDP或失业率，并不能清楚了解一个国家的真实发展水平，因为社会发展为无法完全由经济变数所解释。 https://bbc.in/3h4ltET 
67	2020-06-07 12:51:28	<zhanglifan> 哈哈，朝秦暮楚了吧？ 你刚才不是还认同数百人投票成立的郭氏“新中国联邦”吗？转眼就投奔中华民国新主子了？ 还有那个“中华民国大陆临时政府”，你要不要投靠啊？
58	2020-06-07 12:46:51	<Sasha_Gong> 多个大城市发生暴乱事件之际，很多人担心暴乱的左翼暴力组织与民间右翼势力是否会发生大规模冲突。我认为，除非近几天兴起的“取消警察“的运动能实现，这种冲突是零星的。暴乱者首先毁的是自己的城市，从未听说成群结队开车到小城镇去抢劫。他们的家园与社区最先也最频繁遭殃  https://youtu.be/4ZQcMU8A9Iw?t=764 … pic.twitter.com/tvfycMTGNA
279	2020-06-07 12:43:25	<BBCWorld> Greece extends migrant camps lockdown for two weeks for more than 33,000 migrants and asylum seekers in five camps  https://bbc.in/2MFudmA  pic.twitter.com/McNC2gsUNv
181	2020-06-07 12:41:32	<VOAChinese> 美议员：中国试图破坏新冠病毒疫苗研发 美将领：中国以疫情掩护推进主权声索 http://dlvr.it/RY8bph 
401	2020-06-07 12:34:52	<DongFang_USA> 明尼蘇達州首府明尼阿波利斯：像不像發生了戰爭之後的場景？在當地警力已經無法維護民衆財產和生命安全的情況下，國民警衛隊的出動，就成爲不得已而爲之的下下策。令人信服地詮釋了“黑人的生命寶貴，其它人的命也是命”。 https://twitter.com/MarkHiggie1/status/1269301655658512384 …
280	2020-06-07 12:25:50	<BBCWorld> World Bank President David Malpass says billions of people will have their livelihoods affected from the Covid-19 pandemic https://bbc.in/3cEVP6e 
59	2020-06-07 12:22:46	<Sasha_Gong> 昨天华盛顿的“黑命贵”游行，在白宫前的十六街地上写出“Defund the Police”（取消对警察拨款）的口号。这一运动开始遍及全国，特别是在由民主党治理的犯罪率高的城市。如果实现，以后碰上抢劫犯罪，没有911报警号码，除了自卫别无他法。我明天去枪店看看是否最近生意兴隆。 https://youtu.be/4ZQcMU8A9Iw?t=569 … pic.twitter.com/NRPH6IQABk
238	2020-06-07 12:09:00	<RFAChinese> 2014年11月，中共宣布12月4日为一个新节日：国家宪法日，纪念现行宪法在1982年的这一天开始实施。《宪法》中规定的很多权利，比如言论自由、宗教自由、集会自由，常年被打压，出于对这种讽刺的愤怒，北京有近1000人在2014年12月4日举行了抗议活动。   https://buff.ly/3dHMZ8P 
281	2020-06-07 11:59:08	<BBCWorld> Afghanistan records biggest daily death toll  https://bbc.in/2zg8gYw  pic.twitter.com/zh0bpgvUy0
331	2020-06-07 11:23:20	<wongkim728> 可悲？那是愤怒！ https://twitter.com/NewsHKG/status/1269590319974109187 …
332	2020-06-07 11:22:41	<wongkim728> 你忘记推翻这个政权的理由了吧！ https://twitter.com/alfred_bowie/status/1269547070135791616 …
239	2020-06-07 11:21:00	<RFAChinese> 1986年12月，大专院校的学生集会响应公共知识分子方励之的号召，要求中共将宪法中规定的权利作为“真正的权利”。数以万计的学生在150所大学发起抗议活动，要求直接选举全国人民代表大会的代表。政府同意了其中一些要求，学生解散，然后政府基本食言。   https://buff.ly/3dHMZ8P 
333	2020-06-07 11:20:08	<wongkim728> 语病。 https://twitter.com/dongline/status/1269587403603206145 …
282	2020-06-07 11:18:36	<BBCWorld> From Tanzania's President banning the wearing of masks in public, to Madagascar's President being bribed to poison a 'cure'  The misinformation circulating in Africa about Covid-19 https://bbc.in/30gG42w 
334	2020-06-07 11:07:23	<wongkim728> 好感人，总统和老兵。 https://twitter.com/juanli324/status/1269569977381576705 …
240	2020-06-07 11:07:00	<RFAChinese> 1978年11月27日，大约1万人从那里游行到象征着北京心脏的天安门广场。活动人士魏京生要求政府将民主作为“第五个现代化”，直指邓小平的“四个现代化”。很多抗议者被捕，包括魏京生，他入狱18年。民主墙被拆除。   https://buff.ly/3dHMZ8P 
194	2020-06-07 10:55:37	<CStar_OW> lol why does Twitter not tag the other one
195	2020-06-07 10:55:20	<CStar_OW> 5g corona
196	2020-06-07 10:54:50	<CStar_OW> Wen eta corona 5g
68	2020-06-07 10:48:59	<zhanglifan> 嗯，撒（G）币成兵。
241	2020-06-07 10:27:00	<RFAChinese> 现在，由于中共迅速压制任何明确的民主和个人权利要求，这方面的公开吁求几乎不会发生。尽管如此，所有这些诉求的浪潮之间有着清晰的传承关系，这一点在抗议活动的时间节点——以及共产党镇压的节点——和抗议的语言使用上，一目了然。   https://buff.ly/3dHMZ8P 
69	2020-06-07 10:26:45	<zhanglifan> 我觉得更像传销公司。
70	2020-06-07 10:26:00	<zhanglifan> 我怎么觉得更像传销公司…… https://twitter.com/songhan04538952/status/1269567987981225984 …
71	2020-06-07 10:18:24	<zhanglifan> 什么行动？双修还是群P? 老章没说错吧，刚称帝的中国农民都这么干……
72	2020-06-07 10:12:02	<zhanglifan> G币＋圣裤。
73	2020-06-07 10:08:04	<zhanglifan> 什么行动？双修还是群P? 老章没说错吧，自称皇帝的中国农民都这么干…… https://twitter.com/kccpin9/status/1269570802464067585 …
197	2020-06-07 10:03:06	<CStar_OW> Not sure if you were aware, but I was also on the iMods team
74	2020-06-07 10:02:44	<zhanglifan> 诺。
439	2020-06-07 10:00:43	<liuyi0922> 长沙臭豆腐 我的最爱 pic.twitter.com/qvXcI7wk7j
440	2020-06-07 10:00:11	<liuyi0922> 确实是
458	2020-06-07 09:49:53	<dingyi> 主要这个是直排的，间距很大
75	2020-06-07 09:49:47	<zhanglifan> 【💀弃市☠】果然是残疾蚂蚁。 https://twitter.com/MzRuili/status/1269565978209370112 …
459	2020-06-07 09:48:00	<dingyi> 看UP主装电脑发现这个德木的插座还挺不错的，主要是能安装在桌子底部，省下很多空间。 pic.twitter.com/u2hPHDTcsb
242	2020-06-07 09:20:09	<RFAChinese> 全球武肺死亡人数超过40万人。
243	2020-06-07 09:15:02	<RFAChinese> 小说家阎连科在2013年感叹道：“在眼下的中国，失忆打败记忆。”2014年，学者谢德华(Edward Steinfeld)也叹息对于这一事件“中国很多方面都已作罢，一定程度上已将其遗忘了”。记者林慕莲(Louisa Lim)也曾经说，中国人陷入了“共谋的集体失忆”。   https://buff.ly/3dHMZ8P 
244	2020-06-07 08:31:01	<RFAChinese> 1989年5月末的一天，当持续数周的示威活动让数十万民众前往天安门广场要求民主改革时，据报道，中国的领导人邓小平称：“杀200人保20年稳定。”到6月4日，约2000人被杀，其中大多是北京市民。   https://buff.ly/3dHMZ8P 
76	2020-06-07 08:11:24	<zhanglifan> 记得是郭媒体自造的词。
492	2020-06-07 08:03:02	<ftchina> What next for the Fed as signs of recovery emerge? https://on.ft.com/30gbiHd 
77	2020-06-07 07:37:45	<zhanglifan> 爆料革命，共产公妻？ https://twitter.com/Marco201202/status/1269526319697518592 …
198	2020-06-07 07:20:28	<CStar_OW> your hair looks really nice
256	2020-06-07 07:00:03	<bbcchinese> 【一周热点回顾】在世卫大会上提案呼吁让台湾出席的史瓦帝尼是台湾目前在非洲的唯一邦交国。这是怎样一个国家？为什么半个世纪坚持挺台、拒绝转向中国？ https://bbc.in/3ePWDqe 
182	2020-06-07 07:00:00	<VOAChinese> 【林晓旭：抗议若现暴乱 增加病毒感染风险】前美国沃尔特•里德陆军研究所病毒专家林晓旭说：很多地方疫情的爆发只需要一个超级传播者。现在这种暴乱的趋势使得事情比较难控制，如果只是和平示威，在6月本来风险没这么大。此外很多暴徒本身的健康状况糟糕。免疫力又差，被感染和感染他人的风险更大。 pic.twitter.com/r7L6Pyy9eW
183	2020-06-07 06:58:03	<VOAChinese> 美军方高级将领在军方应对抗议受批评之后向国会议员做说明 http://dlvr.it/RY7z24 
78	2020-06-07 06:56:45	<zhanglifan> 【革命G币的历史范本（2）】 早在1906年，孙中山就在法属殖民地越南发行了100元面值的“中华革命军银票”，注明“持券人可在中国革命政府成立一年后，向广东政府官库或其它海外代理机构兑取现银”，以法文印刷并加盖中文“中华革命军银票壹百元”的印章。
79	2020-06-07 06:33:58	<zhanglifan> 后来咋又叫中华人民共和国了呢？😊
257	2020-06-07 06:08:36	<bbcchinese> 抗议进入第12日，示威浪潮蔓延至欧洲英国、法国、德国、西班牙和澳大利亚。 https://bbc.in/2XE3opb 
22	2020-06-07 05:58:34	<laodeng89> 老兄客气 嘿嘿
353	2020-06-07 05:47:47	<HuPing1> 必须迅速对对别人作出判断，以便决定我们用什么态度去对待他们。在这种情况下，我们就只好贴标签了。我们就只好根据某些简单的、一目了然的标记或线索进行归类，再根据我们的知识和经验，匆匆地给别人做出评判。肤色既然是最容易看到的标记，这就怪不得人们往往会根据肤色做评判了。这实在是很无奈的。
354	2020-06-07 05:47:47	<HuPing1> 然而在今天，我们生活的世界太大了，我们与之打交道的人，绝大多数是陌生人；我们不断地与之不同程度互动的，是那些我们了解很少、甚至见都没见过的人，而且这些互动常常是一辈子也只有一两次。对于这千千万万的陌生人或者半生不熟的人，我们无法看清他们的品格；但是在很多情境下，生活又要求我们
355	2020-06-07 05:47:47	<HuPing1> 原因很简单。看肤色很容易，一眼就看见了，想不看见都不行。看清一个人的品格何其难。如果不靠特殊的情境和事件，那就需要长期的近身接触。如果我们生活在熟人社会，大家都朝夕相处，彼此都知根知底，我们比较容易做到，不是根据皮肤的颜色，而是根据品格的优劣来评判别人以及被别人评判。
356	2020-06-07 05:47:47	<HuPing1> 歧视即偏见，偏见就是以偏概全之见。马丁.路德.金说：“我梦想有一天，我的四个孩子将生活在一个不是以皮肤的颜色，而是以品格的优劣作为评判标准的国家里。”这话说得多好啊。我相信我们很多人都会真心赞同。问题是，即使我们真心赞同，可是在实际生活中也很难做得到。 https://twitter.com/xiaoweirose/status/1269493778533900288 …
23	2020-06-07 05:37:15	<laodeng89> 电视上初识杨先生 是二十多年前 看记者对先生的一次采访 先生说中国到现在还是用明清时代的管理方式 让在下印象深刻
441	2020-06-07 05:26:12	<liuyi0922> 不来了
80	2020-06-07 05:20:40	<zhanglifan> 1，戴高乐出亡时是次长，准将军衔。只当抵抗运动领袖，不自称流亡政府，是他当时的身份地位决定的。 2，多数国家当时承认的是与德国合作的维希政府，只有英国扶持并将其视为流亡政府。 3，“自由法国”有海外领土，有武装力量，有国内民众支持，不是流亡者的“口炮党”，是它能演变为法国临时政府的基础。
357	2020-06-07 05:20:16	<HuPing1> 同样是白人为主体的国家，少数族裔，包括黑人，也包括华人，在美国的处境不是更差而是更好。不要说奥巴马选上总统不说明问题，那为什么这事就发生在美国，别的国家连影子都没看见？并非总是压迫越深反抗越烈，有时是反过来的。
359	2020-06-07 05:20:15	<HuPing1> 如果我们对人类持一种清醒的现实的态度，正视人性的种种弱点，我们就不能不承认，要让世人彻底克服种族偏见几乎是不可能的（想想你自己和你的朋友有几个能做到），我们充其量只能建立一种肯定种族平等的制度和法律，形成一种肯定种族平等的主流舆论，限制种族歧视的恶性发作，减少公开的种族歧视现象。
358	2020-06-07 05:20:15	<HuPing1> 这次，三个前总统都大发议论，但是并没有提出什么改革方案。因为在体制上法律上能做的差不多都做了，进一步改革的空间不是没有，但很有限。要彻底解决问题，唯有分立分治。只要外观上有明显差异的种族共存于一个国家，顶多能在体制上法律上做到平等，但隐性的歧视无法消除。
24	2020-06-07 05:15:14	<laodeng89> 知支人者 中共也 知中共者 茱萸兄也
25	2020-06-07 05:07:57	<laodeng89> 🙏
184	2020-06-07 05:00:00	<VOAChinese> 【杨岳桥：北京港府罔顾民意，港人一再面临恶法】杨岳桥说：去年港人坚定地走上街头，向港府、向北京、向全世界展现决心，逃犯条例真的给拉倒了。在一个正常的社会，政府应该会检讨，我做错了什么？而现在北京以一个更恶劣的法去弥补去年因为尝试推动这条恶法所引申出来的恶果，这在逻辑上说不过去。 pic.twitter.com/2cGhVLjdbc
258	2020-06-07 04:59:03	<bbcchinese> 全球已有188个国家出现确诊病例，确诊总数已超过600万例，近40万人因此丧生。 https://bbc.in/2Ug6aik 
26	2020-06-07 04:33:30	<laodeng89> 嘿嘿
335	2020-06-07 04:28:26	<wongkim728>  https://youtu.be/iAlhymOnpL8 
336	2020-06-07 04:28:14	<wongkim728>  https://youtu.be/iAlhymOnpL8 
337	2020-06-07 04:25:44	<wongkim728>  https://youtu.be/iAlhymOnpL8 
338	2020-06-07 04:25:21	<wongkim728> 战力太强！接不住。谁来？ https://twitter.com/gx8uGKFihJ7s16D/status/1269482160676691968 …
339	2020-06-07 04:20:27	<wongkim728>  https://youtu.be/iAlhymOnpL8 
340	2020-06-07 04:19:37	<wongkim728> 抱歉，大家看到我一直在贴这个视频。看到这些人的示威游行我实在恶心，请大家原谅。  https://youtu.be/iAlhymOnpL8 
199	2020-06-07 03:43:06	<CStar_OW> stop helping the racists by making blanket statements like this (which actually erase people of color from claiming the femboy identity)  -- a POC femboy that is both tired of being targeted by racism, and tired of being erased by statements like this
442	2020-06-07 03:16:08	<liuyi0922> 早餐打卡常德米粉 牛聋子津市牛肉粉，味道不错，服务稀烂 pic.twitter.com/KFv0MgiB2E
460	2020-06-07 03:09:54	<dingyi> 没事我还有小号
259	2020-06-07 03:00:12	<bbcchinese> 【一周热点回顾】美国总统特朗普宣布，他将下令取消美国对香港的特殊贸易地位，并将对中国、香港官员实施制裁。他还表示，美国将与世界卫生组织“切断关系”。 https://bbc.in/30eQHmz 
0	2020-06-07 02:40:31	<inteldotwav>  pic.twitter.com/q2fhL1AHhb
1	2020-06-07 02:36:22	<inteldotwav> My discord is the definition of chaos
2	2020-06-07 02:28:53	<inteldotwav> It was like 4am, everyone knows to not take anyone on Twitter seriously past midnight  I still stand by that though, I do think we’re ripe for some kind of armed civil conflict in the not so distant future
402	2020-06-07 02:25:22	<DongFang_USA> 不但有真的假外媒，还有通过金钱收买的假的真外媒。 https://twitter.com/suxinpl/status/1269325358303764481 …
3	2020-06-07 02:23:47	<inteldotwav> I’ll try to do more tho lmao
4	2020-06-07 02:23:38	<inteldotwav> If you want to see someone destroy their mental health by staying up until 3am for a North Korean news broadcast day after day I’m not your man  There’s a reason why I focus in on crises, I can’t monitor base-level events 24/7 without losing my mind
403	2020-06-07 02:21:08	<DongFang_USA> 共产主义遇难者纪念碑在华盛顿抗议活动中被污损。民主女神雕像的裙子上被涂上“”黑人命宝贵”的字样。共产主义遇难者基金会发表声明表示，“你们的正义并不会通过污损我们国家为历史上最大受害群体—-那些被当政的共产主义政权所杀害者—-树立的雕像而得到推进。” pic.twitter.com/3ittxbSovN
5	2020-06-07 02:20:17	<inteldotwav> Excuse me I am a legitimate* News Source™
6	2020-06-07 02:12:48	<inteldotwav> Good ol QEInfinity
7	2020-06-07 02:12:25	<inteldotwav> Not over over but all the juicy bits I’ve already happened
360	2020-06-07 02:11:33	<HuPing1> 我指的是这件事后突然高调谴责对黑人的种族主义的那些华人朋友。 https://twitter.com/Eurasch/status/1269450553135820800 …
8	2020-06-07 02:08:45	<inteldotwav> Now that the riots are over everyone’s unfollowing me lmao  Don’t run off that soon, I cover other events too
27	2020-06-07 01:52:06	<laodeng89> 今晚去退货 喝出是假的了 看她咋办 嘿嘿 pic.twitter.com/3SWURUAeHi
361	2020-06-07 01:50:23	<HuPing1> 把我的推再看一遍。。。
28	2020-06-07 01:48:36	<laodeng89> 👍
29	2020-06-07 01:38:26	<laodeng89> 这个好 很欢乐 我的歌厅里要推广 嘿嘿嘿 https://twitter.com/SoloWindRider/status/1269290130575175680 …
461	2020-06-07 01:35:01	<dingyi> 是的
362	2020-06-07 01:32:05	<HuPing1> 如今批起美国对黑人的种族主义，比北京的调门还高。 https://twitter.com/HuPing1/status/1269440656658833408 …
37	2020-06-07 01:23:24	<unlockMEDIA> Become a Better Designer in 100 Days. Daily UI   https://bit.ly/2Yf5xqO  #ui #learn
462	2020-06-07 01:16:38	<dingyi> 举报了老板就把我偷渡到日本吧。。
39	2020-06-07 01:14:24	<elonmusk> Yeah. Even stacking on the pad will be quite an adventure!
463	2020-06-07 01:13:59	<dingyi> 就怕黑嘴，说啥来啥
40	2020-06-07 01:02:27	<elonmusk> Creating the production system is >1000% harder than building one rocket. This is the truly hard thing.
260	2020-06-07 01:00:07	<bbcchinese> 【一周热点回顾】今年，六四晚会在香港“遍地开花”。 pic.twitter.com/KABchXlutP
261	2020-06-07 00:59:06	<bbcchinese> ICYMI 绿茵场上，他曾屡次创下“中国第一”。近日，中国足坛锋线宿将郝海东在政坛发动攻势。看点都在这里..... https://bbc.in/2XCpmsH 
41	2020-06-07 00:55:30	<elonmusk> It’s insane
42	2020-06-07 00:48:14	<elonmusk> Pursuing all three. Hard to say right now.
43	2020-06-07 00:46:56	<elonmusk> Gateway to Mars
44	2020-06-07 00:39:07	<elonmusk> Lot has happened since then!
45	2020-06-07 00:34:56	<elonmusk> 3600 tons of propellant, almost 80% of which is densified liquid oxygen
46	2020-06-07 00:26:47	<elonmusk> Haha true
47	2020-06-07 00:22:17	<elonmusk> SpaceX Software AMA
185	2020-06-07 00:11:02	<VOAChinese> 英国接收香港人 只是对中共虚张声势？ http://dlvr.it/RY7P5h 
48	2020-06-07 00:02:25	<elonmusk> Yeah, for Super Heavy stacking
526	2020-06-07 00:00:06	"<ICIJorg> ""Sometimes it’s the small, regional stories that evolve into bigger national stories. You would miss those bigger stories unless you started out with a local focus.""  We spoke with @jlstro for #MeetTheInvestigators. https://bit.ly/2ZItNnx "
49	2020-06-06 23:57:35	<elonmusk> Giant high bay coming soon
464	2020-06-06 23:56:39	<dingyi> 奇怪了，看到很多人微信都被封了或警告了，而我经常发那种非常不和谐的言论，竟然从来都没事……
50	2020-06-06 23:42:00	<elonmusk> Starship Production Complex Boca Chica, Texas pic.twitter.com/pd4ka93bv5
9	2020-06-06 23:19:09	<inteldotwav> When you post a black square on your Instagram story pic.twitter.com/taNApbo8ke
60	2020-06-06 23:17:55	<Sasha_Gong> 今天在白宫前的拉法叶特公园发生了最近几天规模最大的“黑命贵”示威，有上千人参加。2013-2017，超过千人被警察打死。83%是携带武器的嫌疑人。24%是黑人。2018年统计显示，是年在犯罪案件中14,123人被谋杀，7407黑人，6088白人。凶手多数为本族裔罪犯。在暴乱现场谈种族问题 https://www.youtube.com/watch?v=4ZQcMU8A9Iw …
186	2020-06-06 22:54:14	<VOAChinese> 六月四号，“对华政策跨国议会联盟”正式宣布成立。 该联盟包括包括英国、美国、日本、澳大利亚、加拿大、德国、挪威、瑞典八个创始国加欧盟议会代表。(照片/IPAC) https://bit.ly/3gZTQN9  pic.twitter.com/J5k9SR1EMd
363	2020-06-06 22:43:41	<hui1zheng4> 当动森时间用完之后……  https://twitter.com/hui1zheng4/status/1266925944402370561 … pic.twitter.com/IEdERi8RM8
262	2020-06-06 22:30:10	<bbcchinese> 中国是否在南海建立防空识别区再次引发猜测。与此同时，南沙群岛的军事设施和西沙群岛的种植活动也受到关注。 https://bbc.in/3dGALgH 
364	2020-06-06 22:28:43	<hui1zheng4> 我觉得冬泳怪鸽这种人的确很真实，但真不是一个健康的心理状态，可能药水哥giao哥郭老师这种偶尔看觉得搞笑，但是当你发现竟然有很多人追捧模仿这种表演时感觉好像看到了一个大型群体心理扭曲现场。 pic.twitter.com/8EYtgiY92w
187	2020-06-06 21:19:32	<VOAChinese> 欧亚部分城市示威，声援美国抗议 http://dlvr.it/RY771p 
10	2020-06-06 21:19:06	<inteldotwav> The wall isn’t exactly a recent invention homes
11	2020-06-06 21:14:38	<inteldotwav> I said a r o u n d
12	2020-06-06 21:13:12	<inteldotwav> Fuck walls on the Mexican border we need a wall around China
200	2020-06-06 21:00:53	<CStar_OW> Pro Tip for app developers who don't want tweaks interfering with their apps during development on Chimera, Chimera1n, Odysseyra1n, or the upcoming Odyssey jailbreak  You can set _SafeMode to 1 in environment variables like so pic.twitter.com/Jja70DZUHj
51	2020-06-06 20:56:04	<elonmusk> What a cute & happy dog!
303	2020-06-06 20:53:44	<jenniferatntd> 祝賀您！
52	2020-06-06 20:47:33	<elonmusk> Big line at the barbershop
104	2020-06-06 20:40:06	<Akamai> How much can you save? How much revenue can you protect? Use the #ForresterTEI tool to see how Akamai security investments impact your bottom line:  http://ow.ly/hgfN50zTtFx  pic.twitter.com/VPgd4pxNxQ
509	2020-06-06 20:40:03	<CoinDesk> The global debt load has now exceeded a tipping point: interest rates will not be allowed to rise from near zero as the world's governments can never afford to pay higher interest on their debt, let alone the debt itself, writes @leiboaz.  #WeekendReads https://www.coindesk.com/bitcoin-is-a-big-opportunity-for-investors-in-the-debt-fueled-roaring-twenties …
188	2020-06-06 20:22:29	<VOAChinese> 美国首都华盛顿民众6日举行抗议警察暴力的示威游行。示威者高呼 “黑人生命也珍贵“，”没有正义 没有和平“等口号。非洲裔美国人弗洛伊德5月25日被警察用膝盖顶住颈部引起呼吸困难后死亡，在美国各地引发多天的抗议活动。   https://bit.ly/3dLL83a  pic.twitter.com/O6SmrSBYAq
30	2020-06-06 19:59:31	<laodeng89> 嘿嘿嘿
510	2020-06-06 19:35:03	<CoinDesk> ICYMI:  Ramirez Camacho is “accused of having deep political, social and economic ties to multiple alleged narcotics kingpins, including Tareck EI Aissami.” https://www.coindesk.com/us-venezuela-petro-most-wanted …
189	2020-06-06 19:31:02	<VOAChinese> 美国首都民众示威，抗议警察暴力 http://dlvr.it/RY6wcK 
214	2020-06-06 19:07:03	<Bitcoin> This is good for bitcoin.  Subscribe, learn and hodl. https://twitter.com/lopp/status/1269324773496107010 …
